time,payload_x_position,payload_y_position,payload_z_position,payload_x_velocity,payload_y_velocity,payload_z_velocity,half_times,payload_x_acceleration,payload_y_acceleration,payload_z_acceleration
0,0,0,0,0,0,0,0.005,0.296393,0,2.38779
0.01,0.000145381,0,0.00117121,0.0290761,0,0.234242,0.015,0.296884,0,2.3934
0.02,0.000581764,0,0.00468759,0.0582005,0,0.469035,0.025,0.29737,0,2.39895
0.03,0.00130963,0,0.0105546,0.0873725,0,0.704372,0.035,0.297849,0,2.40443
0.04,0.00232945,0,0.0187777,0.116591,0,0.940246,0.045,0.298322,0,2.40984
0.05,0.00364169,0,0.0293622,0.145857,0,1.17665,0.055,0.298789,0,2.41517
0.06,0.00524681,0,0.0423134,0.175168,0,1.41358,0.065,0.299249,0,2.42043
0.07,0.00714528,0,0.0576364,0.204524,0,1.65102,0.075,0.299703,0,2.42562
0.08,0.00933752,0,0.0753364,0.233925,0,1.88898,0.085,0.30015,0,2.43073
0.09,0.011824,0,0.0954184,0.26337,0,2.12743,0.095,0.300591,0,2.43577
0.1,0.0146051,0,0.117887,0.292858,0,2.36638,0.105,0.301025,0,2.44073
0.11,0.0176814,0,0.142748,0.322388,0,2.60582,0.115,0.301452,0,2.44562
0.12,0.0210531,0,0.170006,0.351961,0,2.84573,0.125,0.301873,0,2.45042
0.13,0.0247208,0,0.199665,0.381575,0,3.08612,0.135,0.302286,0,2.45515
0.14,0.0286848,0,0.231731,0.411229,0,3.32697,0.145,0.302693,0,2.45979
0.15,0.0329456,0,0.266207,0.440923,0,3.56827,0.155,0.303092,0,2.46436
0.16,0.0375035,0,0.303099,0.470656,0,3.81003,0.165,0.303484,0,2.46884
0.17,0.0423589,0,0.34241,0.500428,0,4.05222,0.175,0.303869,0,2.47324
0.18,0.0475122,0,0.384145,0.530238,0,4.29484,0.185,0.304246,0,2.47755
0.19,0.0529638,0,0.428309,0.560084,0,4.53789,0.195,0.304616,0,2.48178
0.2,0.0587141,0,0.474905,0.589967,0,4.78136,0.205,0.304979,0,2.48593
0.21,0.0647634,0,0.523938,0.619886,0,5.02522,0.215,0.305334,0,2.48998
0.22,0.071112,0,0.575412,0.649839,0,5.26949,0.225,0.305681,0,2.49395
0.23,0.0777603,0,0.62933,0.679826,0,5.51415,0.235,0.306021,0,2.49784
0.24,0.0847087,0,0.685696,0.709847,0,5.75919,0.245,0.306353,0,2.50163
0.25,0.0919574,0,0.744515,0.7399,0,6.0046,0.255,0.306677,0,2.50533
0.26,0.0995068,0,0.80579,0.769985,0,6.25037,0.265,0.306993,0,2.50895
0.27,0.107357,0,0.869525,0.800101,0,6.4965,0.275,0.307301,0,2.51247
0.28,0.115509,0,0.935722,0.830247,0,6.74297,0.285,0.307601,0,2.5159
0.29,0.123962,0,1.00439,0.860423,0,6.98978,0.295,0.307893,0,2.51923
0.3,0.132718,0,1.07552,0.890627,0,7.23692,0.305,0.431898,0,2.50945
0.31,0.141836,0,1.14912,0.932997,0,7.48309,0.315,0.437865,0,2.51189
0.32,0.15138,0,1.22518,0.975951,0,7.72951,0.325,0.443719,0,2.51424
0.33,0.161358,0,1.30371,1.01948,0,7.97616,0.335,0.449464,0,2.5165
0.34,0.171773,0,1.38471,1.06357,0,8.22303,0.345,0.455106,0,2.51866
0.35,0.182632,0,1.46817,1.10822,0,8.47011,0.355,0.460648,0,2.52073
0.36,0.19394,0,1.55411,1.15341,0,8.71739,0.365,0.466092,0,2.5227
0.37,0.205703,0,1.64252,1.19913,0,8.96487,0.375,0.471444,0,2.52458
0.38,0.217925,0,1.73341,1.24538,0,9.21253,0.385,0.476705,0,2.52636
0.39,0.230613,0,1.82677,1.29214,0,9.46036,0.395,0.481878,0,2.52804
0.4,0.243771,0,1.92262,1.33942,0,9.70836,0.405,0.486965,0,2.52962
0.41,0.257404,0,2.02094,1.38719,0,9.95652,0.415,0.49197,0,2.53111
0.42,0.271517,0,2.12175,1.43545,0,10.2048,0.425,0.496895,0,2.53249
0.43,0.286115,0,2.22504,1.4842,0,10.4533,0.435,0.50174,0,2.53378
0.44,0.301203,0,2.33081,1.53342,0,10.7018,0.445,0.506509,0,2.53496
0.45,0.316786,0,2.43907,1.58311,0,10.9505,0.455,0.511203,0,2.53604
0.46,0.332868,0,2.54982,1.63325,0,11.1993,0.465,0.515824,0,2.53702
0.47,0.349453,0,2.66306,1.68386,0,11.4482,0.475,0.520373,0,2.5379
0.48,0.366547,0,2.77879,1.73491,0,11.6971,0.485,0.524852,0,2.53867
0.49,0.384153,0,2.897,1.78639,0,11.9462,0.495,0.529262,0,2.53934
0.5,0.402277,0,3.01771,1.83831,0,12.1953,0.505,0.533604,0,2.53991
0.51,0.420922,0,3.14091,1.89066,0,12.4445,0.515,0.53788,0,2.54036
0.52,0.440092,0,3.2666,1.94343,0,12.6937,0.525,0.542091,0,2.54072
0.53,0.459792,0,3.39478,1.99661,0,12.9429,0.535,0.546238,0,2.54096
0.54,0.480026,0,3.52546,2.05019,0,13.1922,0.545,0.550321,0,2.5411
0.55,0.500798,0,3.65863,2.10418,0,13.4415,0.555,0.554343,0,2.54114
0.56,0.522112,0,3.79429,2.15856,0,13.6907,0.565,0.558303,0,2.54106
0.57,0.543971,0,3.93244,2.21333,0,13.94,0.575,0.562203,0,2.54088
0.58,0.56638,0,4.07309,2.26848,0,14.1893,0.585,0.566043,0,2.54058
0.59,0.589343,0,4.21623,2.32401,0,14.4385,0.595,0.569824,0,2.54018
0.6,0.612862,0,4.36186,2.37991,0,14.6877,0.605,0.573547,0,2.53967
0.61,0.636943,0,4.50998,2.43617,0,14.9368,0.615,0.577213,0,2.53905
0.62,0.661588,0,4.6606,2.4928,0,15.1859,0.625,0.580822,0,2.53832
0.63,0.686801,0,4.8137,2.54978,0,15.4349,0.635,0.584374,0,2.53748
0.64,0.712585,0,4.96929,2.6071,0,15.6839,0.645,0.587871,0,2.53653
0.65,0.738944,0,5.12738,2.66477,0,15.9327,0.655,0.591313,0,2.53546
0.66,0.765882,0,5.28795,2.72278,0,16.1814,0.665,0.5947,0,2.53429
0.67,0.793402,0,5.451,2.78112,0,16.43,0.675,0.598033,0,2.533
0.68,0.821506,0,5.61655,2.83979,0,16.6785,0.685,0.601313,0,2.53161
0.69,0.850199,0,5.78457,2.89878,0,16.9269,0.695,0.604539,0,2.5301
0.7,0.879483,0,5.95508,2.95808,0,17.1751,0.705,0.607713,0,2.52847
0.71,0.909362,0,6.12808,3.0177,0,17.4231,0.715,0.610834,0,2.52674
0.72,0.939839,0,6.30355,3.07762,0,17.671,0.725,0.613904,0,2.52489
0.73,0.970916,0,6.48149,3.13785,0,17.9187,0.735,0.616922,0,2.52293
0.74,1.0026,0,6.66192,3.19837,0,18.1662,0.745,0.619888,0,2.52086
0.75,1.03489,0,6.84482,3.25918,0,18.4135,0.755,0.622804,0,2.51868
0.76,1.06778,0,7.03019,3.32028,0,18.6606,0.765,0.62567,0,2.51638
0.77,1.10129,0,7.21803,3.38165,0,18.9074,0.775,0.628485,0,2.51397
0.78,1.13542,0,7.40833,3.44331,0,19.154,0.785,0.63125,0,2.51145
0.79,1.17016,0,7.60111,3.50523,0,19.4004,0.795,0.633966,0,2.50881
0.8,1.20552,0,7.79634,3.56743,0,19.6465,0.805,0.636632,0,2.50606
0.81,1.24151,0,7.99404,3.62988,0,19.8924,0.815,0.639249,0,2.5032
0.82,1.27812,0,8.19419,3.69259,0,20.1379,0.825,0.641818,0,2.50023
0.83,1.31536,0,8.39679,3.75555,0,20.3832,0.835,0.644338,0,2.49714
0.84,1.35323,0,8.60185,3.81876,0,20.6282,0.845,0.64681,0,2.49394
0.85,1.39174,0,8.80936,3.88221,0,20.8728,0.855,0.649234,0,2.49063
0.86,1.43088,0,9.01931,3.9459,0,21.1172,0.865,0.65161,0,2.4872
0.87,1.47066,0,9.2317,4.00983,0,21.3612,0.875,0.653938,0,2.48366
0.88,1.51108,0,9.44653,4.07398,0,21.6048,0.885,0.65622,0,2.48002
0.89,1.55214,0,9.66379,4.13835,0,21.8481,0.895,0.658454,0,2.47625
0.9,1.59385,0,9.88349,4.20295,0,22.091,0.905,0.660641,0,2.47238
0.91,1.6362,0,10.1056,4.26776,0,22.3336,0.915,0.662782,0,2.4684
0.92,1.6792,0,10.3302,4.33277,0,22.5757,0.925,0.664876,0,2.46431
0.93,1.72286,0,10.5571,4.398,0,22.8175,0.935,0.666924,0,2.4601
0.94,1.76716,0,10.7865,4.46342,0,23.0588,0.945,0.668926,0,2.45579
0.95,1.81212,0,11.0183,4.52905,0,23.2997,0.955,0.670883,0,2.45136
0.96,1.85774,0,11.2525,4.59486,0,23.5402,0.965,0.672793,0,2.44683
0.97,1.90402,0,11.4891,4.66086,0,23.7802,0.975,0.674658,0,2.44218
0.98,1.95096,0,11.7281,4.72704,0,24.0198,0.985,0.676478,0,2.43743
0.99,1.99856,0,11.9695,4.79341,0,24.2589,0.995,0.678253,0,2.43257
1,2.04683,0,12.2133,4.85994,0,24.4975,1.005,0.679984,0,2.4276
1.01,2.09576,0,12.4594,4.92665,0,24.7357,1.015,0.681669,0,2.42252
1.02,2.14537,0,12.708,4.99352,0,24.9733,1.025,0.68331,0,2.41734
1.03,2.19564,0,12.9589,5.06055,0,25.2105,1.035,0.684907,0,2.41205
1.04,2.24658,0,13.2122,5.12774,0,25.4471,1.045,0.68646,0,2.40665
1.05,2.29819,0,13.4678,5.19509,0,25.6832,1.055,0.687969,0,2.40115
1.06,2.35048,0,13.7259,5.26258,0,25.9187,1.065,0.689435,0,2.39554
1.07,2.40344,0,13.9862,5.33021,0,26.1538,1.075,0.690857,0,2.38983
1.08,2.45708,0,14.2489,5.39798,0,26.3882,1.085,0.692236,0,2.38401
1.09,2.5114,0,14.514,5.46589,0,26.6221,1.095,0.693572,0,2.3781
1.1,2.5664,0,14.7814,5.53393,0,26.8554,1.105,0.694865,0,2.37208
1.11,2.62208,0,15.0511,5.6021,0,27.0881,1.115,0.696115,0,2.36595
1.12,2.67845,0,15.3231,5.67039,0,27.3202,1.125,0.697323,0,2.35973
1.13,2.73549,0,15.5975,5.73879,0,27.5516,1.135,0.698489,0,2.35341
1.14,2.79322,0,15.8742,5.80731,0,27.7825,1.145,0.699612,0,2.34699
1.15,2.85164,0,16.1531,5.87595,0,28.0128,1.155,0.700694,0,2.34046
1.16,2.91074,0,16.4344,5.94468,0,28.2424,1.165,0.701735,0,2.33384
1.17,2.97053,0,16.718,6.01352,0,28.4713,1.175,0.702734,0,2.32713
1.18,3.03101,0,17.0038,6.08246,0,28.6996,1.185,0.703692,0,2.32031
1.19,3.09218,0,17.292,6.15149,0,28.9272,1.195,0.704609,0,2.3134
1.2,3.15404,0,17.5824,6.22062,0,29.1542,1.205,0.705485,0,2.3064
1.21,3.21659,0,17.875,6.28982,0,29.3804,1.215,0.706321,0,2.2993
1.22,3.27984,0,18.17,6.35912,0,29.606,1.225,0.707117,0,2.29211
1.23,3.34378,0,18.4672,6.42848,0,29.8308,1.235,0.707872,0,2.28482
1.24,3.40841,0,18.7666,6.49793,0,30.055,1.245,0.708588,0,2.27745
1.25,3.47374,0,19.0683,6.56744,0,30.2784,1.255,0.709264,0,2.26998
1.26,3.53976,0,19.3722,6.63702,0,30.5011,1.265,0.709901,0,2.26242
1.27,3.60648,0,19.6783,6.70666,0,30.723,1.275,0.710499,0,2.25478
1.28,3.67389,0,19.9866,6.77636,0,30.9442,1.285,0.711059,0,2.24705
1.29,3.742,0,20.2972,6.84611,0,31.1647,1.295,0.711579,0,2.23923
1.3,3.81081,0,20.6099,6.91592,0,31.3843,1.305,0.712062,0,2.23132
1.31,3.88032,0,20.9248,6.98577,0,31.6032,1.315,0.712506,0,2.22333
1.32,3.95053,0,21.242,7.05567,0,31.8213,1.325,0.712912,0,2.21526
1.33,4.02144,0,21.5613,7.12561,0,32.0386,1.335,0.713282,0,2.20711
1.34,4.09304,0,21.8827,7.19558,0,32.2552,1.345,0.713613,0,2.19887
1.35,4.16535,0,22.2064,7.26558,0,32.4709,1.355,0.713908,0,2.19055
1.36,4.23835,0,22.5321,7.33562,0,32.6858,1.365,0.714166,0,2.18215
1.37,4.31206,0,22.8601,7.40568,0,32.8998,1.375,0.714388,0,2.17368
1.38,4.38647,0,23.1901,7.47576,0,33.1131,1.385,0.714574,0,2.16513
1.39,4.46158,0,23.5223,7.54586,0,33.3255,1.395,0.714723,0,2.1565
1.4,4.53739,0,23.8566,7.61597,0,33.537,1.405,0.714837,0,2.14779
1.41,4.6139,0,24.1931,7.6861,0,33.7477,1.415,0.714916,0,2.13902
1.42,4.69111,0,24.5316,7.75623,0,33.9576,1.425,0.71496,0,2.13017
1.43,4.76902,0,24.8722,7.82637,0,34.1665,1.435,0.714969,0,2.12124
1.44,4.84763,0,25.2149,7.89651,0,34.3746,1.445,0.714944,0,2.11225
1.45,4.92695,0,25.5597,7.96664,0,34.5818,1.455,0.714884,0,2.10319
1.46,5.00697,0,25.9065,8.03677,0,34.7882,1.465,0.714791,0,2.09406
1.47,5.08769,0,26.2555,8.1069,0,34.9936,1.475,0.714665,0,2.08486
1.48,5.16911,0,26.6064,8.177,0,35.1981,1.485,0.714505,0,2.0756
1.49,5.25123,0,26.9594,8.2471,0,35.4017,1.495,0.714312,0,2.06628
1.5,5.33405,0,27.3144,8.31717,0,35.6044,1.505,0.714087,0,2.05689
1.51,5.41757,0,27.6715,8.38722,0,35.8062,1.515,0.713829,0,2.04744
1.52,5.50179,0,28.0306,8.45725,0,36.0071,1.525,0.71354,0,2.03792
1.53,5.58671,0,28.3916,8.52725,0,36.207,1.535,0.713219,0,2.02835
1.54,5.67234,0,28.7547,8.59721,0,36.406,1.545,0.712867,0,2.01872
1.55,5.75866,0,29.1197,8.66715,0,36.604,1.555,0.712484,0,2.00904
1.56,5.84568,0,29.4868,8.73704,0,36.8011,1.565,0.71207,0,1.99929
1.57,5.9334,0,29.8558,8.8069,0,36.9972,1.575,0.711626,0,1.9895
1.58,6.02182,0,30.2267,8.87671,0,37.1924,1.585,0.711152,0,1.97965
1.59,6.11093,0,30.5996,8.94647,0,37.3866,1.595,0.710649,0,1.96974
1.6,6.20075,0,30.9744,9.01618,0,37.5798,1.605,0.710116,0,1.95979
1.61,6.29126,0,31.3512,9.08585,0,37.7721,1.615,0.709555,0,1.94979
1.62,6.38246,0,31.7299,9.15545,0,37.9633,1.625,0.708965,0,1.93974
1.63,6.47436,0,32.1105,9.225,0,38.1536,1.635,0.708346,0,1.92965
1.64,6.56696,0,32.4929,9.29449,0,38.3429,1.645,0.7077,0,1.9195
1.65,6.66025,0,32.8773,9.36392,0,38.5312,1.655,0.707027,0,1.90932
1.66,6.75424,0,33.2636,9.43328,0,38.7185,1.665,0.706326,0,1.89909
1.67,6.84892,0,33.6517,9.50257,0,38.9048,1.675,0.705599,0,1.88882
1.68,6.94429,0,34.0417,9.57179,0,39.0901,1.685,0.704845,0,1.87851
1.69,7.04036,0,34.4335,9.64093,0,39.2744,1.695,0.704065,0,1.86816
1.7,7.13711,0,34.8271,9.71,0,39.4577,1.705,0.70326,0,1.85778
1.71,7.23455,0,35.2226,9.77899,0,39.6399,1.715,0.702429,0,1.84735
1.72,7.33269,0,35.6199,9.8479,0,39.8212,1.725,0.701574,0,1.8369
1.73,7.43151,0,36.019,9.91672,0,40.0014,1.735,0.700693,0,1.82641
1.74,7.53102,0,36.42,9.98546,0,40.1805,1.745,0.699789,0,1.81588
1.75,7.63122,0,36.8226,10.0541,0,40.3587,1.755,0.698861,0,1.80533
1.76,7.7321,0,37.2271,10.1227,0,40.5358,1.765,0.697909,0,1.79475
1.77,7.83367,0,37.6334,10.1911,0,40.7118,1.775,0.696935,0,1.78413
1.78,7.93593,0,38.0414,10.2595,0,40.8869,1.785,0.695937,0,1.7735
1.79,8.03886,0,38.4511,10.3278,0,41.0608,1.795,0.694917,0,1.76283
1.8,8.14248,0,38.8626,10.3959,0,41.2338,1.805,0.693876,0,1.75214
1.81,8.24678,0,39.2758,10.464,0,41.4057,1.815,0.692813,0,1.74143
1.82,8.35176,0,39.6907,10.532,0,41.5765,1.825,0.691728,0,1.7307
1.83,8.45742,0,40.1073,10.5998,0,41.7463,1.835,0.690623,0,1.71994
1.84,8.56376,0,40.5256,10.6676,0,41.915,1.845,0.689498,0,1.70917
1.85,8.67077,0,40.9456,10.7352,0,42.0827,1.855,0.688352,0,1.69838
1.86,8.77846,0,41.3672,10.8028,0,42.2493,1.865,0.687187,0,1.68757
1.87,8.88683,0,41.7906,10.8702,0,42.4148,1.875,0.686002,0,1.67675
1.88,8.99587,0,42.2155,10.9375,0,42.5793,1.885,0.684799,0,1.66591
1.89,9.10558,0,42.6421,11.0046,0,42.7427,1.895,0.683577,0,1.65506
1.9,9.21596,0,43.0704,11.0717,0,42.9051,1.905,0.682337,0,1.6442
1.91,9.32701,0,43.5002,11.1386,0,43.0664,1.915,0.681079,0,1.63332
1.92,9.43873,0,43.9317,11.2055,0,43.2266,1.925,0.679804,0,1.62244
1.93,9.55112,0,44.3648,11.2721,0,43.3858,1.935,0.678512,0,1.61155
1.94,9.66417,0,44.7994,11.3387,0,43.5439,1.945,0.677204,0,1.60066
1.95,9.77789,0,45.2356,11.4051,0,43.7009,1.955,0.675879,0,1.58976
1.96,9.89227,0,45.6734,11.4714,0,43.8569,1.965,0.674538,0,1.57885
1.97,10.0073,0,46.1128,11.5376,0,44.0117,1.975,0.673182,0,1.56794
1.98,10.123,0,46.5537,11.6037,0,44.1656,1.985,0.671811,0,1.55703
1.99,10.2394,0,46.9961,11.6696,0,44.3183,1.995,0.670425,0,1.54612
2,10.3564,0,47.44,11.7353,0,44.47,2.005,-0.632312,-0,-3.39609
2.01,10.4735,0,47.8831,11.6733,0,44.1368,2.015,-0.624321,-0,-3.36056
2.02,10.5899,0,48.3228,11.6121,0,43.8072,2.025,-0.616471,-0,-3.32567
2.03,10.7057,0,48.7592,11.5516,0,43.4809,2.035,-0.608758,-0,-3.29141
2.04,10.8209,0,49.1924,11.4919,0,43.158,2.045,-0.601179,-0,-3.25775
2.05,10.9355,0,49.6224,11.4329,0,42.8384,2.055,-0.59373,-0,-3.22468
2.06,11.0496,0,50.0492,11.3746,0,42.5221,2.065,-0.586409,-0,-3.19219
2.07,11.163,0,50.4728,11.3171,0,42.2089,2.075,-0.579213,-0,-3.16027
2.08,11.2759,0,50.8934,11.2603,0,41.8989,2.085,-0.572139,-0,-3.1289
2.09,11.3883,0,51.3108,11.2042,0,41.592,2.095,-0.565184,-0,-3.09807
2.1,11.5,0,51.7252,11.1487,0,41.2881,2.105,-0.558345,-0,-3.06777
2.11,11.6112,0,52.1366,11.0939,0,40.9871,2.115,-0.55162,-0,-3.03799
2.12,11.7219,0,52.545,11.0398,0,40.6891,2.125,-0.545007,-0,-3.00871
2.13,11.832,0,52.9504,10.9864,0,40.3939,2.135,-0.538502,-0,-2.97993
2.14,11.9416,0,53.3529,10.9335,0,40.1016,2.145,-0.532103,-0,-2.95163
2.15,12.0507,0,53.7525,10.8813,0,39.812,2.155,-0.525808,-0,-2.9238
2.16,12.1593,0,54.1491,10.8298,0,39.5252,2.165,-0.519616,-0,-2.89643
2.17,12.2673,0,54.543,10.7788,0,39.2411,2.175,-0.513522,-0,-2.86952
2.18,12.3748,0,54.934,10.7284,0,38.9596,2.185,-0.507526,-0,-2.84305
2.19,12.4819,0,55.3222,10.6786,0,38.6807,2.195,-0.501626,-0,-2.81702
2.2,12.5884,0,55.7076,10.6294,0,38.4043,2.205,-0.495818,-0,-2.7914
2.21,12.6945,0,56.0903,10.5808,0,38.1305,2.215,-0.490102,-0,-2.76621
2.22,12.8,0,56.4702,10.5327,0,37.8591,2.225,-0.484475,-0,-2.74142
2.23,12.9051,0,56.8475,10.4852,0,37.5902,2.235,-0.478935,-0,-2.71702
2.24,13.0097,0,57.222,10.4382,0,37.3236,2.245,-0.473481,-0,-2.69302
2.25,13.1139,0,57.594,10.3917,0,37.0595,2.255,-0.468111,-0,-2.6694
2.26,13.2176,0,57.9632,10.3458,0,36.7976,2.265,-0.462823,-0,-2.64615
2.27,13.3208,0,58.3299,10.3004,0,36.538,2.275,-0.457615,-0,-2.62327
2.28,13.4236,0,58.694,10.2555,0,36.2807,2.285,-0.452486,-0,-2.60075
2.29,13.5259,0,59.0555,10.2111,0,36.0255,2.295,-0.447434,-0,-2.57858
2.3,13.6278,0,59.4145,10.1672,0,35.7726,2.305,-0.442458,-0,-2.55675
2.31,13.7293,0,59.771,10.1238,0,35.5218,2.315,-0.437555,-0,-2.53526
2.32,13.8303,0,60.125,10.0809,0,35.273,2.325,-0.432725,-0,-2.5141
2.33,13.9309,0,60.4765,10.0385,0,35.0264,2.335,-0.427966,-0,-2.49327
2.34,14.0311,0,60.8255,9.99647,0,34.7818,2.345,-0.423277,-0,-2.47275
2.35,14.1308,0,61.1721,9.95495,0,34.5392,2.355,-0.418656,-0,-2.45255
2.36,14.2302,0,61.5163,9.91388,0,34.2986,2.365,-0.414102,-0,-2.43265
2.37,14.3291,0,61.8581,9.87325,0,34.06,2.375,-0.409613,-0,-2.41305
2.38,14.4276,0,62.1975,9.83307,0,33.8233,2.385,-0.405189,-0,-2.39375
2.39,14.5258,0,62.5346,9.79332,0,33.5885,2.395,-0.400827,-0,-2.37473
2.4,14.6235,0,62.8693,9.754,0,33.3555,2.405,-0.396528,-0,-2.356
2.41,14.7208,0,63.2017,9.7151,0,33.1244,2.415,-0.392289,-0,-2.33754
2.42,14.8178,0,63.5318,9.67662,0,32.8951,2.425,-0.388109,-0,-2.31935
2.43,14.9144,0,63.8596,9.63854,0,32.6675,2.435,-0.383988,-0,-2.30144
2.44,15.0106,0,64.1852,9.60087,0,32.4418,2.445,-0.379924,-0,-2.28378
2.45,15.1064,0,64.5085,9.5636,0,32.2177,2.455,-0.375916,-0,-2.26638
2.46,15.2018,0,64.8295,9.52672,0,31.9954,2.465,-0.371964,-0,-2.24924
2.47,15.2969,0,65.1484,9.49024,0,31.7747,2.475,-0.368065,-0,-2.23234
2.48,15.3917,0,65.465,9.45413,0,31.5557,2.485,-0.364219,-0,-2.21568
2.49,15.486,0,65.7795,9.4184,0,31.3384,2.495,-0.360426,-0,-2.19927
2.5,15.58,0,66.0918,9.38304,0,31.1226,2.505,-0.356683,-0,-2.18308
2.51,15.6737,0,66.402,9.34805,0,30.9085,2.515,-0.352991,-0,-2.16713
2.52,15.767,0,66.71,9.31342,0,30.6959,2.525,-0.349347,-0,-2.15141
2.53,15.8599,0,67.0159,9.27915,0,30.4848,2.535,-0.345753,-0,-2.1359
2.54,15.9526,0,67.3197,9.24523,0,30.2753,2.545,-0.342205,-0,-2.12062
2.55,16.0449,0,67.6214,9.21166,0,30.0673,2.555,-0.338704,-0,-2.10555
2.56,16.1368,0,67.921,9.17843,0,29.8607,2.565,-0.335249,-0,-2.09068
2.57,16.2284,0,68.2186,9.14555,0,29.6556,2.575,-0.331839,-0,-2.07603
2.58,16.3197,0,68.5142,9.11299,0,29.452,2.585,-0.328473,-0,-2.06158
2.59,16.4107,0,68.8077,9.08077,0,29.2497,2.595,-0.32515,-0,-2.04733
2.6,16.5013,0,69.0992,9.04887,0,29.0489,2.605,-0.32187,-0,-2.03327
2.61,16.5917,0,69.3886,9.0173,0,28.8494,2.615,-0.318631,-0,-2.01941
2.62,16.6817,0,69.6762,8.98604,0,28.6513,2.625,-0.315434,-0,-2.00574
2.63,16.7714,0,69.9617,8.9551,0,28.4545,2.635,-0.312277,-0,-1.99225
2.64,16.8608,0,70.2452,8.92446,0,28.2591,2.645,-0.309159,-0,-1.97895
2.65,16.9499,0,70.5269,8.89413,0,28.065,2.655,-0.306081,-0,-1.96582
2.66,17.0387,0,70.8066,8.86411,0,27.8721,2.665,-0.303041,-0,-1.95288
2.67,17.1272,0,71.0843,8.83438,0,27.6805,2.675,-0.300038,-0,-1.9401
2.68,17.2154,0,71.3602,8.80494,0,27.4902,2.685,-0.297073,-0,-1.9275
2.69,17.3033,0,71.6341,8.7758,0,27.3011,2.695,-0.294144,-0,-1.91507
2.7,17.3909,0,71.9062,8.74695,0,27.1133,2.705,-0.29125,-0,-1.9028
2.71,17.4782,0,72.1764,8.71837,0,26.9266,2.715,-0.288392,-0,-1.8907
2.72,17.5652,0,72.4447,8.69008,0,26.7411,2.725,-0.285568,-0,-1.87875
2.73,17.652,0,72.7112,8.66207,0,26.5568,2.735,-0.282778,-0,-1.86696
2.74,17.7385,0,72.9759,8.63433,0,26.3737,2.745,-0.280022,-0,-1.85533
2.75,17.8247,0,73.2387,8.60686,0,26.1917,2.755,-0.277298,-0,-1.84385
2.76,17.9106,0,73.4997,8.57966,0,26.0108,2.765,-0.274607,-0,-1.83252
2.77,17.9963,0,73.7589,8.55272,0,25.831,2.775,-0.271948,-0,-1.82134
2.78,18.0817,0,74.0163,8.52604,0,25.6523,2.785,-0.269319,-0,-1.8103
2.79,18.1668,0,74.272,8.49962,0,25.4747,2.795,-0.266722,-0,-1.79941
2.8,18.2517,0,74.5258,8.47345,0,25.2982,2.805,-0.264155,-0,-1.78866
2.81,18.3363,0,74.778,8.44754,0,25.1228,2.815,-0.261617,-0,-1.77804
2.82,18.4206,0,75.0283,8.42187,0,24.9483,2.825,-0.259109,-0,-1.76756
2.83,18.5047,0,75.2769,8.39646,0,24.7749,2.835,-0.256629,-0,-1.75722
2.84,18.5886,0,75.5238,8.37128,0,24.6025,2.845,-0.254178,-0,-1.74701
2.85,18.6721,0,75.769,8.34635,0,24.4312,2.855,-0.251755,-0,-1.73693
2.86,18.7555,0,76.0124,8.32165,0,24.2608,2.865,-0.249359,-0,-1.72698
2.87,18.8386,0,76.2542,8.29719,0,24.0914,2.875,-0.24699,-0,-1.71715
2.88,18.9214,0,76.4943,8.27296,0,23.9229,2.885,-0.244648,-0,-1.70745
2.89,19.004,0,76.7327,8.24896,0,23.7554,2.895,-0.242331,-0,-1.69787
2.9,19.0864,0,76.9694,8.22518,0,23.5888,2.905,-0.240041,-0,-1.68841
2.91,19.1685,0,77.2044,8.20164,0,23.4232,2.915,-0.237776,-0,-1.67907
2.92,19.2504,0,77.4379,8.17831,0,23.2585,2.925,-0.235536,-0,-1.66985
2.93,19.3321,0,77.6696,8.1552,0,23.0947,2.935,-0.23332,-0,-1.66074
2.94,19.4136,0,77.8997,8.13232,0,22.9318,2.945,-0.231128,-0,-1.65174
2.95,19.4948,0,78.1283,8.10964,0,22.7697,2.955,-0.228961,-0,-1.64286
2.96,19.5757,0,78.3551,8.08718,0,22.6086,2.965,-0.226816,-0,-1.63409
2.97,19.6565,0,78.5804,8.06493,0,22.4483,2.975,-0.224695,-0,-1.62543
2.98,19.737,0,78.8041,8.04289,0,22.2888,2.985,-0.222597,-0,-1.61687
2.99,19.8174,0,79.0262,8.02105,0,22.1302,2.995,-0.220521,-0,-1.60842
3,19.8975,0,79.2467,7.99942,0,21.9724,3.005,-0.218467,-0,-1.60007
3.01,19.9774,0,79.4657,7.97799,0,21.8154,3.015,-0.216434,-0,-1.59183
3.02,20.057,0,79.683,7.95675,0,21.6593,3.025,-0.214424,-0,-1.58369
3.03,20.1365,0,79.8989,7.93572,0,21.5039,3.035,-0.212434,-0,-1.57565
3.04,20.2157,0,80.1131,7.91488,0,21.3493,3.045,-0.210465,-0,-1.5677
3.05,20.2948,0,80.3258,7.89423,0,21.1956,3.055,-0.208516,-0,-1.55985
3.06,20.3736,0,80.537,7.87378,0,21.0425,3.065,-0.206587,-0,-1.5521
3.07,20.4523,0,80.7467,7.85351,0,20.8903,3.075,-0.204679,-0,-1.54444
3.08,20.5307,0,80.9548,7.83343,0,20.7388,3.085,-0.20279,-0,-1.53688
3.09,20.6089,0,81.1615,7.81354,0,20.588,3.095,-0.20092,-0,-1.52941
