time,payload_x_position,payload_y_position,payload_z_position,payload_x_velocity,payload_y_velocity,payload_z_velocity,half_times,payload_x_acceleration,payload_y_acceleration,payload_z_acceleration
6.82,29.3029,0,87.4103,0.00543841,0,-3.77392,6.825,-0.00144112,-0,4.89932e-005
6.83,29.303,0,87.3725,0.00529704,0,-3.77391,6.835,-0.00140366,-0,5.00246e-005
6.84,29.303,0,87.3348,0.00515934,0,-3.77391,6.845,-0.00136718,-0,5.1005e-005
6.85,29.3031,0,87.297,0.00502522,0,-3.7739,6.855,-0.00133164,-0,5.19371e-005
6.86,29.3031,0,87.2593,0.00489458,0,-3.7739,6.865,-0.00129703,-0,5.28232e-005
6.87,29.3032,0,87.2216,0.00476735,0,-3.77389,6.875,-0.00126331,-0,5.36655e-005
6.88,29.3032,0,87.1838,0.00464342,0,-3.77389,6.885,-0.00123047,-0,5.44662e-005
6.89,29.3033,0,87.1461,0.00452271,0,-3.77388,6.895,-0.00119849,-0,5.52274e-005
6.9,29.3033,0,87.1083,0.00440513,0,-3.77387,6.905,-0.00116734,-0,5.5951e-005
6.91,29.3034,0,87.0706,0.00429062,0,-3.77387,6.915,-0.00113699,-0,5.66388e-005
6.92,29.3034,0,87.0329,0.00417908,0,-3.77386,6.925,-0.00110744,-0,5.72927e-005
6.93,29.3034,0,86.9951,0.00407044,0,-3.77386,6.935,-0.00107865,-0,5.79142e-005
6.94,29.3035,0,86.9574,0.00396462,0,-3.77385,6.945,-0.00105061,-0,5.85051e-005
6.95,29.3035,0,86.9196,0.00386156,0,-3.77385,6.955,-0.0010233,-0,5.90667e-005
6.96,29.3036,0,86.8819,0.00376117,0,-3.77384,6.965,-0.000996703,-0,5.96006e-005
6.97,29.3036,0,86.8442,0.0036634,0,-3.77383,6.975,-0.000970794,-0,6.01081e-005
6.98,29.3036,0,86.8064,0.00356816,0,-3.77383,6.985,-0.000945559,-0,6.05905e-005
6.99,29.3037,0,86.7687,0.0034754,0,-3.77382,6.995,-0.00092098,-0,6.1049e-005
7,29.3037,0,86.731,0.00338505,0,-3.77382,7.005,-0.000897039,-0,6.14849e-005
7.01,29.3037,0,86.6932,0.00329705,0,-3.77381,7.015,-0.000873721,-0,6.18992e-005
7.02,29.3038,0,86.6555,0.00321134,0,-3.7738,7.025,-0.000851009,-0,6.2293e-005
7.03,29.3038,0,86.6177,0.00312786,0,-3.7738,7.035,-0.000828887,-0,6.26674e-005
7.04,29.3038,0,86.58,0.00304654,0,-3.77379,7.045,-0.000807341,-0,6.30232e-005
7.05,29.3039,0,86.5423,0.00296734,0,-3.77379,7.055,-0.000786354,-0,6.33614e-005
7.06,29.3039,0,86.5045,0.0028902,0,-3.77378,7.065,-0.000765913,-0,6.36828e-005
7.07,29.3039,0,86.4668,0.00281507,0,-3.77377,7.075,-0.000746003,-0,6.39884e-005
7.08,29.3039,0,86.4291,0.00274188,0,-3.77377,7.085,-0.000726611,-0,6.42788e-005
7.09,29.304,0,86.3913,0.0026706,0,-3.77376,7.095,-0.000707723,-0,6.45548e-005
7.1,29.304,0,86.3536,0.00260118,0,-3.77375,7.105,-0.000689325,-0,6.48172e-005
7.11,29.304,0,86.3158,0.00253355,0,-3.77375,7.115,-0.000671406,-0,6.50665e-005
7.12,29.304,0,86.2781,0.00246769,0,-3.77374,7.125,-0.000653953,-0,6.53035e-005
7.13,29.3041,0,86.2404,0.00240354,0,-3.77374,7.135,-0.000636953,-0,6.55288e-005
7.14,29.3041,0,86.2026,0.00234105,0,-3.77373,7.145,-0.000620395,-0,6.57429e-005
7.15,29.3041,0,86.1649,0.00228019,0,-3.77372,7.155,-0.000604268,-0,6.59464e-005
7.16,29.3041,0,86.1272,0.00222091,0,-3.77372,7.165,-0.00058856,-0,6.61398e-005
7.17,29.3042,0,86.0894,0.00216317,0,-3.77371,7.175,-0.00057326,-0,6.63236e-005
7.18,29.3042,0,86.0517,0.00210694,0,-3.7737,7.185,-0.000558358,-0,6.64983e-005
7.19,29.3042,0,86.0139,0.00205216,0,-3.7737,7.195,-0.000543843,-0,6.66643e-005
7.2,29.3042,0,85.9762,0.00199881,0,-3.77369,7.205,-0.000529705,-0,6.68221e-005
7.21,29.3042,0,85.9385,0.00194685,0,-3.77368,7.215,-0.000515935,-0,6.6972e-005
7.22,29.3043,0,85.9007,0.00189623,0,-3.77368,7.225,-0.000502523,-0,6.71146e-005
7.23,29.3043,0,85.863,0.00184694,0,-3.77367,7.235,-0.00048946,-0,6.725e-005
7.24,29.3043,0,85.8253,0.00179892,0,-3.77366,7.245,-0.000476736,-0,6.73787e-005
7.25,29.3043,0,85.7875,0.00175215,0,-3.77366,7.255,-0.000464343,-0,6.7501e-005
7.26,29.3043,0,85.7498,0.0017066,0,-3.77365,7.265,-0.000452272,-0,6.76173e-005
7.27,29.3043,0,85.712,0.00166223,0,-3.77364,7.275,-0.000440514,-0,6.77277e-005
7.28,29.3044,0,85.6743,0.00161902,0,-3.77364,7.285,-0.000429063,-0,6.78327e-005
7.29,29.3044,0,85.6366,0.00157693,0,-3.77363,7.295,-0.000417909,-0,6.79325e-005
7.3,29.3044,0,85.5988,0.00153593,0,-3.77362,7.305,-0.000407045,-0,6.80273e-005
7.31,29.3044,0,85.5611,0.001496,0,-3.77362,7.315,-0.000396463,-0,6.81174e-005
7.32,29.3044,0,85.5234,0.00145711,0,-3.77361,7.325,-0.000386157,-0,6.8203e-005
7.33,29.3044,0,85.4856,0.00141922,0,-3.7736,7.335,-0.000376118,-0,6.82843e-005
7.34,29.3045,0,85.4479,0.00138233,0,-3.7736,7.345,-0.00036634,-0,6.83616e-005
7.35,29.3045,0,85.4102,0.00134639,0,-3.77359,7.355,-0.000356817,-0,6.8435e-005
7.36,29.3045,0,85.3724,0.00131138,0,-3.77358,7.365,-0.000347541,-0,6.85048e-005
7.37,29.3045,0,85.3347,0.00127729,0,-3.77358,7.375,-0.000338506,-0,6.85711e-005
7.38,29.3045,0,85.297,0.00124408,0,-3.77357,7.385,-0.000329706,-0,6.86341e-005
7.39,29.3045,0,85.2592,0.00121174,0,-3.77356,7.395,-0.000321135,-0,6.8694e-005
7.4,29.3045,0,85.2215,0.00118024,0,-3.77356,7.405,-0.000312786,-0,6.87509e-005
7.41,29.3045,0,85.1837,0.00114955,0,-3.77355,7.415,-0.000304655,-0,6.88049e-005
7.42,29.3046,0,85.146,0.00111966,0,-3.77354,7.425,-0.000296735,-0,6.88563e-005
7.43,29.3046,0,85.1083,0.00109056,0,-3.77354,7.435,-0.000289021,-0,6.89051e-005
7.44,29.3046,0,85.0705,0.0010622,0,-3.77353,7.445,-0.000281507,-0,6.89514e-005
7.45,29.3046,0,85.0328,0.00103459,0,-3.77352,7.455,-0.000274189,-0,6.89954e-005
7.46,29.3046,0,84.9951,0.00100769,0,-3.77352,7.465,-0.000267061,-0,6.90373e-005
7.47,29.3046,0,84.9573,0.00098149,0,-3.77351,7.475,-0.000260118,-0,6.9077e-005
7.48,29.3046,0,84.9196,0.000955972,0,-3.7735,7.485,-0.000253356,-0,6.91147e-005
7.49,29.3046,0,84.8819,0.000931118,0,-3.7735,7.495,-0.000246769,-0,6.91506e-005
7.5,29.3046,0,84.8441,0.00090691,0,-3.77349,7.505,-0.000240354,-0,6.91847e-005
7.51,29.3046,0,84.8064,0.000883331,0,-3.77348,7.515,-0.000234105,-0,6.9217e-005
7.52,29.3047,0,84.7687,0.000860366,0,-3.77348,7.525,-0.000228019,-0,6.92477e-005
7.53,29.3047,0,84.7309,0.000837997,0,-3.77347,7.535,-0.000222091,-0,6.92769e-005
7.54,29.3047,0,84.6932,0.00081621,0,-3.77346,7.545,-0.000216318,-0,6.93047e-005
7.55,29.3047,0,84.6555,0.000794989,0,-3.77346,7.555,-0.000210694,-0,6.9331e-005
7.56,29.3047,0,84.6177,0.00077432,0,-3.77345,7.565,-0.000205216,-0,6.9356e-005
7.57,29.3047,0,84.58,0.000754188,0,-3.77344,7.575,-0.000199881,-0,6.93797e-005
7.58,29.3047,0,84.5422,0.00073458,0,-3.77343,7.585,-0.000194685,-0,6.94023e-005
7.59,29.3047,0,84.5045,0.000715481,0,-3.77343,7.595,-0.000189624,-0,6.94237e-005
7.6,29.3047,0,84.4668,0.000696879,0,-3.77342,7.605,-0.000184694,-0,6.94441e-005
7.61,29.3047,0,84.429,0.000678761,0,-3.77341,7.615,-0.000179892,-0,6.94634e-005
7.62,29.3047,0,84.3913,0.000661113,0,-3.77341,7.625,-0.000175215,-0,6.94817e-005
7.63,29.3047,0,84.3536,0.000643925,0,-3.7734,7.635,-0.00017066,-0,6.94991e-005
7.64,29.3047,0,84.3158,0.000627183,0,-3.77339,7.645,-0.000166223,-0,6.95156e-005
7.65,29.3047,0,84.2781,0.000610876,0,-3.77339,7.655,-0.000161902,-0,6.95313e-005
7.66,29.3048,0,84.2404,0.000594994,0,-3.77338,7.665,-0.000157693,-0,6.95462e-005
7.67,29.3048,0,84.2026,0.000579524,0,-3.77337,7.675,-0.000153593,-0,6.95604e-005
7.68,29.3048,0,84.1649,0.000564457,0,-3.77337,7.685,-0.0001496,-0,6.95738e-005
7.69,29.3048,0,84.1272,0.000549781,0,-3.77336,7.695,-0.000145711,-0,6.95865e-005
7.7,29.3048,0,84.0894,0.000535487,0,-3.77335,7.705,-0.000141923,-0,6.95986e-005
7.71,29.3048,0,84.0517,0.000521564,0,-3.77335,7.715,-0.000138233,-0,6.96101e-005
7.72,29.3048,0,84.014,0.000508003,0,-3.77334,7.725,-0.000134639,-0,6.9621e-005
7.73,29.3048,0,83.9762,0.000494795,0,-3.77333,7.735,-0.000131139,-0,6.96313e-005
7.74,29.3048,0,83.9385,0.000481931,0,-3.77333,7.745,-0.000127729,-0,6.96411e-005
7.75,29.3048,0,83.9008,0.0004694,0,-3.77332,7.755,-0.000124409,-0,6.96504e-005
7.76,29.3048,0,83.863,0.000457196,0,-3.77331,7.765,-0.000121174,-0,6.96592e-005
7.77,29.3048,0,83.8253,0.000445309,0,-3.77331,7.775,-0.000118024,-0,6.96676e-005
7.78,29.3048,0,83.7876,0.000433731,0,-3.7733,7.785,-0.000114955,-0,6.96755e-005
7.79,29.3048,0,83.7498,0.000422453,0,-3.77329,7.795,-0.000111967,-0,6.9683e-005
7.8,29.3048,0,83.7121,0.00041147,0,-3.77328,7.805,-0.000109056,-0,6.96901e-005
7.81,29.3048,0,83.6744,0.000400771,0,-3.77328,7.815,-0.00010622,-0,6.96969e-005
7.82,29.3048,0,83.6366,0.000390351,0,-3.77327,7.825,-0.000103459,-0,6.97033e-005
7.83,29.3048,0,83.5989,0.000380202,0,-3.77326,7.835,-0.000100769,-0,6.97094e-005
7.84,29.3048,0,83.5612,0.000370316,0,-3.77326,7.845,-9.81491e-005,-0,6.97151e-005
7.85,29.3048,0,83.5234,0.000360688,0,-3.77325,7.855,-9.55974e-005,-0,6.97206e-005
7.86,29.3048,0,83.4857,0.00035131,0,-3.77324,7.865,-9.3112e-005,-0,6.97258e-005
7.87,29.3049,0,83.448,0.000342175,0,-3.77324,7.875,-9.06912e-005,-0,6.97307e-005
7.88,29.3049,0,83.4103,0.000333279,0,-3.77323,7.885,-8.83333e-005,-0,6.97353e-005
7.89,29.3049,0,83.3725,0.000324613,0,-3.77322,7.895,-8.60367e-005,-0,6.97397e-005
7.9,29.3049,0,83.3348,0.000316173,0,-3.77322,7.905,-8.37998e-005,-0,6.97438e-005
7.91,29.3049,0,83.2971,0.000307952,0,-3.77321,7.915,-8.16211e-005,-0,6.97478e-005
7.92,29.3049,0,83.2593,0.000299945,0,-3.7732,7.925,-7.9499e-005,-0,6.97515e-005
7.93,29.3049,0,83.2216,0.000292146,0,-3.7732,7.935,-7.74321e-005,-0,6.9755e-005
7.94,29.3049,0,83.1839,0.00028455,0,-3.77319,7.945,-7.5419e-005,-0,6.97583e-005
7.95,29.3049,0,83.1461,0.000277152,0,-3.77318,7.955,-7.34581e-005,-0,6.97615e-005
7.96,29.3049,0,83.1084,0.000269945,0,-3.77318,7.965,-7.15483e-005,-0,6.97645e-005
7.97,29.3049,0,83.0707,0.000262926,0,-3.77317,7.975,-6.9688e-005,-0,6.97673e-005
7.98,29.3049,0,83.0329,0.00025609,0,-3.77316,7.985,-6.78762e-005,-0,6.97699e-005
7.99,29.3049,0,82.9952,0.000249431,0,-3.77315,7.995,-6.61115e-005,-0,6.97724e-005
8,29.3049,0,82.9575,0.000242946,0,-3.77315,8.005,-6.43926e-005,-0,6.97748e-005
8.01,29.3049,0,82.9197,0.000236629,0,-3.77314,8.015,-6.27184e-005,-0,6.9777e-005
8.02,29.3049,0,82.882,0.000230476,0,-3.77313,8.025,-6.10878e-005,-0,6.97791e-005
8.03,29.3049,0,82.8443,0.000224484,0,-3.77313,8.035,-5.94995e-005,-0,6.97811e-005
8.04,29.3049,0,82.8065,0.000218647,0,-3.77312,8.045,-5.79525e-005,-0,6.9783e-005
8.05,29.3049,0,82.7688,0.000212961,0,-3.77311,8.055,-5.64458e-005,-0,6.97847e-005
8.06,29.3049,0,82.7311,0.000207424,0,-3.77311,8.065,-5.49782e-005,-0,6.97864e-005
8.07,29.3049,0,82.6933,0.000202031,0,-3.7731,8.075,-5.35488e-005,-0,6.9788e-005
8.08,29.3049,0,82.6556,0.000196778,0,-3.77309,8.085,-5.21565e-005,-0,6.97894e-005
8.09,29.3049,0,82.6179,0.000191661,0,-3.77309,8.095,-5.08004e-005,-0,6.97908e-005
8.1,29.3049,0,82.5802,0.000186678,0,-3.77308,8.105,-4.94796e-005,-0,6.97921e-005
8.11,29.3049,0,82.5424,0.000181824,0,-3.77307,8.115,-4.81932e-005,-0,6.97933e-005
8.12,29.3049,0,82.5047,0.000177096,0,-3.77307,8.125,-4.69401e-005,-0,6.97945e-005
8.13,29.3049,0,82.467,0.000172491,0,-3.77306,8.135,-4.57197e-005,-0,6.97955e-005
8.14,29.3049,0,82.4292,0.000168006,0,-3.77305,8.145,-4.4531e-005,-0,6.97965e-005
8.15,29.3049,0,82.3915,0.000163637,0,-3.77305,8.155,-4.33732e-005,-0,6.97974e-005
8.16,29.3049,0,82.3538,0.000159383,0,-3.77304,8.165,-4.22454e-005,-0,6.97983e-005
8.17,29.3049,0,82.316,0.000155238,0,-3.77303,8.175,-4.1147e-005,-0,6.97991e-005
8.18,29.3049,0,82.2783,0.000151202,0,-3.77302,8.185,-4.00772e-005,-0,6.97999e-005
8.19,29.3049,0,82.2406,0.00014727,0,-3.77302,8.195,-3.90352e-005,-0,6.98006e-005
8.2,29.3049,0,82.2029,0.000143441,0,-3.77301,8.205,-3.80203e-005,-0,6.98012e-005
8.21,29.3049,0,82.1651,0.000139711,0,-3.773,8.215,-3.70317e-005,-0,6.98018e-005
8.22,29.3049,0,82.1274,0.000136078,0,-3.773,8.225,-3.60689e-005,-0,6.98024e-005
8.23,29.3049,0,82.0897,0.00013254,0,-3.77299,8.235,-3.5131e-005,-0,6.98029e-005
8.24,29.3049,0,82.0519,0.000129094,0,-3.77298,8.245,-3.42176e-005,-0,6.98034e-005
8.25,29.3049,0,82.0142,0.000125737,0,-3.77298,8.255,-3.33279e-005,-0,6.98038e-005
8.26,29.3049,0,81.9765,0.000122467,0,-3.77297,8.265,-3.24614e-005,-0,6.98042e-005
8.27,29.3049,0,81.9387,0.000119283,0,-3.77296,8.275,-3.16174e-005,-0,6.98046e-005
8.28,29.3049,0,81.901,0.000116181,0,-3.77296,8.285,-3.07953e-005,-0,6.98049e-005
8.29,29.3049,0,81.8633,0.00011316,0,-3.77295,8.295,-2.99946e-005,-0,6.98052e-005
8.3,29.3049,0,81.8256,0.000110218,0,-3.77294,8.305,-2.92147e-005,-0,6.98054e-005
8.31,29.3049,0,81.7878,0.000107352,0,-3.77294,8.315,-2.84551e-005,-0,6.98057e-005
8.32,29.3049,0,81.7501,0.00010456,0,-3.77293,8.325,-2.77152e-005,-0,6.98059e-005
8.33,29.3049,0,81.7124,0.000101841,0,-3.77292,8.335,-2.69946e-005,-0,6.98061e-005
8.34,29.3049,0,81.6746,9.91932e-005,0,-3.77292,8.345,-2.62927e-005,-0,6.98062e-005
8.35,29.3049,0,81.6369,9.66139e-005,0,-3.77291,8.355,-2.56091e-005,-0,6.98064e-005
8.36,29.3049,0,81.5992,9.41017e-005,0,-3.7729,8.365,-2.49432e-005,-0,6.98065e-005
8.37,29.3049,0,81.5614,9.16547e-005,0,-3.77289,8.375,-2.42946e-005,-0,6.98066e-005
8.38,29.3049,0,81.5237,8.92714e-005,0,-3.77289,8.385,-2.3663e-005,-0,6.98066e-005
8.39,29.3049,0,81.486,8.69501e-005,0,-3.77288,8.395,-2.30477e-005,-0,6.98067e-005
8.4,29.3049,0,81.4483,8.46891e-005,0,-3.77287,8.405,-2.24484e-005,-0,6.98067e-005
8.41,29.3049,0,81.4105,8.24869e-005,0,-3.77287,8.415,-2.18647e-005,-0,6.98067e-005
8.42,29.3049,0,81.3728,8.0342e-005,0,-3.77286,8.425,-2.12962e-005,-0,6.98067e-005
8.43,29.305,0,81.3351,7.82528e-005,0,-3.77285,8.435,-2.07425e-005,-0,6.98067e-005
8.44,29.305,0,81.2973,7.6218e-005,0,-3.77285,8.445,-2.02031e-005,-0,6.98067e-005
8.45,29.305,0,81.2596,7.42361e-005,0,-3.77284,8.455,-1.96778e-005,-0,6.98066e-005
8.46,29.305,0,81.2219,7.23057e-005,0,-3.77283,8.465,-1.91662e-005,-0,6.98066e-005
8.47,29.305,0,81.1842,7.04255e-005,0,-3.77283,8.475,-1.86678e-005,-0,6.98065e-005
8.48,29.305,0,81.1464,6.85942e-005,0,-3.77282,8.485,-1.81824e-005,-0,6.98064e-005
8.49,29.305,0,81.1087,6.68105e-005,0,-3.77281,8.495,-1.77096e-005,-0,6.98063e-005
8.5,29.305,0,81.071,6.50732e-005,0,-3.77281,8.505,-1.72492e-005,-0,6.98062e-005
8.51,29.305,0,81.0333,6.3381e-005,0,-3.7728,8.515,-1.68006e-005,-0,6.98061e-005
8.52,29.305,0,80.9955,6.17329e-005,0,-3.77279,8.525,-1.63638e-005,-0,6.9806e-005
8.53,29.305,0,80.9578,6.01276e-005,0,-3.77279,8.535,-1.59383e-005,-0,6.98058e-005
8.54,29.305,0,80.9201,5.8564e-005,0,-3.77278,8.545,-1.55239e-005,-0,6.98057e-005
8.55,29.305,0,80.8823,5.70412e-005,0,-3.77277,8.555,-1.51202e-005,-0,6.98055e-005
8.56,29.305,0,80.8446,5.55579e-005,0,-3.77276,8.565,-1.47271e-005,-0,6.98054e-005
8.57,29.305,0,80.8069,5.41131e-005,0,-3.77276,8.575,-1.43441e-005,-0,6.98052e-005
8.58,29.305,0,80.7692,5.2706e-005,0,-3.77275,8.585,-1.39711e-005,-0,6.9805e-005
8.59,29.305,0,80.7314,5.13354e-005,0,-3.77274,8.595,-1.36079e-005,-0,6.98048e-005
8.6,29.305,0,80.6937,5.00005e-005,0,-3.77274,8.605,-1.3254e-005,-0,6.98047e-005
8.61,29.305,0,80.656,4.87003e-005,0,-3.77273,8.615,-1.29094e-005,-0,6.98045e-005
8.62,29.305,0,80.6182,4.74338e-005,0,-3.77272,8.625,-1.25737e-005,-0,6.98043e-005
8.63,29.305,0,80.5805,4.62004e-005,0,-3.77272,8.635,-1.22468e-005,-0,6.98041e-005
8.64,29.305,0,80.5428,4.4999e-005,0,-3.77271,8.645,-1.19283e-005,-0,6.98038e-005
8.65,29.305,0,80.5051,4.38288e-005,0,-3.7727,8.655,-1.16182e-005,-0,6.98036e-005
8.66,29.305,0,80.4673,4.2689e-005,0,-3.7727,8.665,-1.13161e-005,-0,6.98034e-005
8.67,29.305,0,80.4296,4.15789e-005,0,-3.77269,8.675,-1.10218e-005,-0,6.98032e-005
8.68,29.305,0,80.3919,4.04977e-005,0,-3.77268,8.685,-1.07352e-005,-0,6.98029e-005
8.69,29.305,0,80.3542,3.94446e-005,0,-3.77268,8.695,-1.04561e-005,-0,6.98027e-005
8.7,29.305,0,80.3164,3.84188e-005,0,-3.77267,8.705,-1.01842e-005,-0,6.98025e-005
8.71,29.305,0,80.2787,3.74198e-005,0,-3.77266,8.715,-9.91936e-006,-0,6.98022e-005
8.72,29.305,0,80.241,3.64467e-005,0,-3.77265,8.725,-9.66143e-006,-0,6.9802e-005
8.73,29.305,0,80.2033,3.54989e-005,0,-3.77265,8.735,-9.4102e-006,-0,6.98017e-005
8.74,29.305,0,80.1655,3.45758e-005,0,-3.77264,8.745,-9.16551e-006,-0,6.98015e-005
8.75,29.305,0,80.1278,3.36766e-005,0,-3.77263,8.755,-8.92718e-006,-0,6.98012e-005
8.76,29.305,0,80.0901,3.28009e-005,0,-3.77263,8.765,-8.69504e-006,-0,6.9801e-005
8.77,29.305,0,80.0523,3.19479e-005,0,-3.77262,8.775,-8.46894e-006,-0,6.98007e-005
8.78,29.305,0,80.0146,3.11171e-005,0,-3.77261,8.785,-8.24872e-006,-0,6.98004e-005
8.79,29.305,0,79.9769,3.03079e-005,0,-3.77261,8.795,-8.03423e-006,-0,6.98002e-005
8.8,29.305,0,79.9392,2.95197e-005,0,-3.7726,8.805,-7.82531e-006,-0,6.97999e-005
8.81,29.305,0,79.9014,2.87521e-005,0,-3.77259,8.815,-7.62183e-006,-0,6.97996e-005
8.82,29.305,0,79.8637,2.80044e-005,0,-3.77259,8.825,-7.42364e-006,-0,6.97994e-005
8.83,29.305,0,79.826,2.72761e-005,0,-3.77258,8.835,-7.2306e-006,-0,6.97991e-005
8.84,29.305,0,79.7883,2.65668e-005,0,-3.77257,8.845,-7.04258e-006,-0,6.97988e-005
8.85,29.305,0,79.7505,2.58759e-005,0,-3.77257,8.855,-6.85944e-006,-0,6.97985e-005
8.86,29.305,0,79.7128,2.5203e-005,0,-3.77256,8.865,-6.68107e-006,-0,6.97983e-005
8.87,29.305,0,79.6751,2.45476e-005,0,-3.77255,8.875,-6.50734e-006,-0,6.9798e-005
8.88,29.305,0,79.6374,2.39092e-005,0,-3.77255,8.885,-6.33813e-006,-0,6.97977e-005
8.89,29.305,0,79.5996,2.32874e-005,0,-3.77254,8.895,-6.17331e-006,-0,6.97974e-005
8.9,29.305,0,79.5619,2.26818e-005,0,-3.77253,8.905,-6.01278e-006,-0,6.97971e-005
8.91,29.305,0,79.5242,2.2092e-005,0,-3.77252,8.915,-5.85643e-006,-0,6.97968e-005
8.92,29.305,0,79.4865,2.15175e-005,0,-3.77252,8.925,-5.70414e-006,-0,6.97965e-005
8.93,29.305,0,79.4487,2.09579e-005,0,-3.77251,8.935,-5.55581e-006,-0,6.97963e-005
8.94,29.305,0,79.411,2.04129e-005,0,-3.7725,8.945,-5.41133e-006,-0,6.9796e-005
8.95,29.305,0,79.3733,1.9882e-005,0,-3.7725,8.955,-5.27062e-006,-0,6.97957e-005
8.96,29.305,0,79.3356,1.9365e-005,0,-3.77249,8.965,-5.13356e-006,-0,6.97954e-005
8.97,29.305,0,79.2978,1.88614e-005,0,-3.77248,8.975,-5.00007e-006,-0,6.97951e-005
8.98,29.305,0,79.2601,1.83709e-005,0,-3.77248,8.985,-4.87005e-006,-0,6.97948e-005
8.99,29.305,0,79.2224,1.78931e-005,0,-3.77247,8.995,-4.7434e-006,-0,6.97945e-005
9,29.305,0,79.1847,1.74278e-005,0,-3.77246,9.005,-4.62006e-006,-0,6.97942e-005
9.01,29.305,0,79.1469,1.69745e-005,0,-3.77246,9.015,-4.49991e-006,-0,6.97939e-005
9.02,29.305,0,79.1092,1.65331e-005,0,-3.77245,9.025,-4.3829e-006,-0,6.97936e-005
9.03,29.305,0,79.0715,1.61031e-005,0,-3.77244,9.035,-4.26892e-006,-0,6.97933e-005
9.04,29.305,0,79.0338,1.56844e-005,0,-3.77244,9.045,-4.15791e-006,-0,6.9793e-005
9.05,29.305,0,78.996,1.52765e-005,0,-3.77243,9.055,-4.04979e-006,-0,6.97927e-005
9.06,29.305,0,78.9583,1.48792e-005,0,-3.77242,9.065,-3.94447e-006,-0,6.97924e-005
9.07,29.305,0,78.9206,1.44922e-005,0,-3.77242,9.075,-3.8419e-006,-0,6.97921e-005
9.08,29.305,0,78.8829,1.41153e-005,0,-3.77241,9.085,-3.74199e-006,-0,6.97918e-005
9.09,29.305,0,78.8451,1.37483e-005,0,-3.7724,9.095,-3.64468e-006,-0,6.97915e-005
9.1,29.305,0,78.8074,1.33907e-005,0,-3.77239,9.105,-3.5499e-006,-0,6.97912e-005
9.11,29.305,0,78.7697,1.30425e-005,0,-3.77239,9.115,-3.45759e-006,-0,6.97909e-005
9.12,29.305,0,78.732,1.27033e-005,0,-3.77238,9.125,-3.36768e-006,-0,6.97906e-005
9.13,29.305,0,78.6942,1.23729e-005,0,-3.77237,9.135,-3.2801e-006,-0,6.97903e-005
9.14,29.305,0,78.6565,1.20511e-005,0,-3.77237,9.145,-3.1948e-006,-0,6.979e-005
9.15,29.305,0,78.6188,1.17377e-005,0,-3.77236,9.155,-3.11172e-006,-0,6.97897e-005
9.16,29.305,0,78.5811,1.14325e-005,0,-3.77235,9.165,-3.0308e-006,-0,6.97894e-005
9.17,29.305,0,78.5434,1.11351e-005,0,-3.77235,9.175,-2.95198e-006,-0,6.9789e-005
9.18,29.305,0,78.5056,1.08455e-005,0,-3.77234,9.185,-2.87522e-006,-0,6.97887e-005
9.19,29.305,0,78.4679,1.05635e-005,0,-3.77233,9.195,-2.80045e-006,-0,6.97884e-005
9.2,29.305,0,78.4302,1.02888e-005,0,-3.77233,9.205,-2.72762e-006,-0,6.97881e-005
9.21,29.305,0,78.3925,1.00212e-005,0,-3.77232,9.215,-2.65669e-006,-0,6.97878e-005
9.22,29.305,0,78.3547,9.76056e-006,0,-3.77231,9.225,-2.5876e-006,-0,6.97875e-005
9.23,29.305,0,78.317,9.50672e-006,0,-3.77231,9.235,-2.52031e-006,-0,6.97872e-005
9.24,29.305,0,78.2793,9.25947e-006,0,-3.7723,9.245,-2.45477e-006,-0,6.97869e-005
9.25,29.305,0,78.2416,9.01866e-006,0,-3.77229,9.255,-2.39093e-006,-0,6.97866e-005
9.26,29.305,0,78.2038,8.78411e-006,0,-3.77229,9.265,-2.32875e-006,-0,6.97863e-005
9.27,29.305,0,78.1661,8.55566e-006,0,-3.77228,9.275,-2.26819e-006,-0,6.9786e-005
9.28,29.305,0,78.1284,8.33315e-006,0,-3.77227,9.285,-2.20921e-006,-0,6.97857e-005
9.29,29.305,0,78.0907,8.11643e-006,0,-3.77226,9.295,-2.15176e-006,-0,6.97854e-005
9.3,29.305,0,78.053,7.90534e-006,0,-3.77226,9.305,-2.0958e-006,-0,6.9785e-005
9.31,29.305,0,78.0152,7.69974e-006,0,-3.77225,9.315,-2.0413e-006,-0,6.97847e-005
9.32,29.305,0,77.9775,7.49949e-006,0,-3.77224,9.325,-1.98821e-006,-0,6.97844e-005
9.33,29.305,0,77.9398,7.30445e-006,0,-3.77224,9.335,-1.93651e-006,-0,6.97841e-005
9.34,29.305,0,77.9021,7.11448e-006,0,-3.77223,9.345,-1.88614e-006,-0,6.97838e-005
9.35,29.305,0,77.8643,6.92945e-006,0,-3.77222,9.355,-1.83709e-006,-0,6.97835e-005
9.36,29.305,0,77.8266,6.74923e-006,0,-3.77222,9.365,-1.78932e-006,-0,6.97832e-005
9.37,29.305,0,77.7889,6.57369e-006,0,-3.77221,9.375,-1.74279e-006,-0,6.97829e-005
9.38,29.305,0,77.7512,6.40273e-006,0,-3.7722,9.385,-1.69746e-006,-0,6.97826e-005
9.39,29.305,0,77.7135,6.23621e-006,0,-3.7722,9.395,-1.65332e-006,-0,6.97823e-005
9.4,29.305,0,77.6757,6.07402e-006,0,-3.77219,9.405,-1.61032e-006,-0,6.97819e-005
9.41,29.305,0,77.638,5.91604e-006,0,-3.77218,9.415,-1.56844e-006,-0,6.97816e-005
